datetime,predicted_energy,hour,target_error
2025-07-29 11:00:00,388.70274363646246,11,111.09725636353755
2025-07-29 12:00:00,374.9866830280552,12,104.91331697194482
2025-07-29 13:00:00,308.5104376196478,13,-21.110437619647826
2025-07-29 14:00:00,372.0090378112405,14,110.6909621887595
2025-07-29 15:00:00,370.2409892028332,15,167.2590107971668
2025-07-29 16:00:00,344.4189765944259,16,136.88102340557413
2025-07-29 17:00:00,349.3952639860185,17,127.20473601398152
2025-07-29 18:00:00,322.3735033776112,18,110.22649662238882
2025-07-29 19:00:00,278.4885783692039,19,94.71142163079612
2025-07-29 20:00:00,241.7310981607965,20,149.8689018392035
2025-07-29 21:00:00,255.7338234323892,21,149.66617656761076
2025-07-29 22:00:00,255.83214286398197,22,136.46785713601807
2025-07-29 23:00:00,250.46257353557456,23,136.73742646442545
2025-07-30 00:00:00,228.08544092716724,0,137.11455907283275
2025-07-30 01:00:00,259.9870236387599,1,93.01297636124008
2025-07-30 02:00:00,252.3433269103526,2,119.3566730896474
2025-07-30 03:00:00,242.07834470194527,3,116.02165529805475
2025-07-30 04:00:00,210.5300832935378,4,130.4699167064622
2025-07-30 05:00:00,179.4135046851305,5,191.0864953148695
2025-07-30 06:00:00,77.34163607672323,6,231.05836392327677
2025-07-30 07:00:00,51.524987468315885,7,148.5750125316841
2025-07-30 08:00:00,116.19484685990858,8,93.30515314009142
2025-07-30 09:00:00,205.8655950515013,9,79.73440494849876
2025-07-30 10:00:00,347.5667856430939,10,122.03321435690611
2025-07-30 11:00:00,385.01911303468654,11,120.88088696531344
2025-07-30 12:00:00,371.3030524262793,12,132.09694757372068
2025-07-30 13:00:00,304.82680701787194,13,101.87319298212805
2025-07-30 14:00:00,368.32540720946463,14,121.37459279053536
2025-07-30 15:00:00,366.5573586010573,15,143.94264139894267
2025-07-30 16:00:00,340.73534599265,16,139.16465400735
2025-07-30 17:00:00,345.71163338424265,17,136.18836661575733
2025-07-30 18:00:00,318.68987277583534,18,167.81012722416466
2025-07-30 19:00:00,274.804947767428,19,132.19505223257198
2025-07-30 20:00:00,238.04746755902067,20,128.15253244097931
2025-07-30 21:00:00,252.05019283061333,21,142.64980716938663
2025-07-30 22:00:00,252.14851226220603,22,151.651487737794
2025-07-30 23:00:00,246.77894293379867,23,152.22105706620133
2025-07-31 00:00:00,224.4018103253914,0,116.49818967460855
2025-07-31 01:00:00,256.30339303698406,1,138.79660696301596
2025-07-31 02:00:00,248.6596963085768,2,126.2403036914232
2025-07-31 03:00:00,238.3947141001694,3,130.6052858998306
2025-07-31 04:00:00,206.84645269176207,4,141.0535473082379
2025-07-31 05:00:00,175.72987408335476,5,168.07012591664525
2025-07-31 06:00:00,73.65800547494749,6,220.9419945250525
2025-07-31 07:00:00,47.84135686654011,7,148.0586431334599
2025-07-31 08:00:00,112.5112162581328,8,68.18878374186718
2025-07-31 09:00:00,202.18196444972548,9,85.81803555027452
2025-07-31 10:00:00,343.8831550413181,10,117.4168449586819
2025-07-31 11:00:00,381.3354824329108,11,140.76451756708923
2025-07-31 12:00:00,367.6194218245036,12,120.58057817549644
2025-07-31 13:00:00,301.1431764160962,13,130.25682358390378
2025-07-31 14:00:00,364.6417766076888,14,91.35822339231116
2025-07-31 15:00:00,362.8737279992815,15,119.62627200071852
2025-07-31 16:00:00,337.05171539087416,16,128.74828460912585
2025-07-31 17:00:00,342.0280027824668,17,69.57199721753324
2025-07-31 18:00:00,315.0062421740594,18,83.89375782594055
2025-07-31 19:00:00,271.1213171656521,19,92.97868283434792
2025-07-31 20:00:00,234.36383695724484,20,120.33616304275516
2025-07-31 21:00:00,248.36656222883752,21,126.2334377711625
2025-07-31 22:00:00,248.46488166043017,22,131.63511833956986
2025-07-31 23:00:00,243.09531233202284,23,135.3046876679771
